AudioCollection,ID_Audio_Specimen,ID_note,Clade,Specie,elevation,elevationfilter,length beak,peak Frequency,minimum Frequency,maximum Frequency,duration,note duration,habitat ,bodyMass
Xeno-canto,XC387293,2,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,8613.2810,4048.2420,10594.3360,1.1550,0.0386,Bosque Andino,3.9
Xeno-canto,XC387293,3,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,3789.8440,3617.5780,10508.2030,1.2730,0.0318,Bosque Andino,3.9
Xeno-canto,XC364162,1,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,6546.0940,3703.7110,7838.0860,1.3830,0.0547,Bosque Andino,3.9
Xeno-canto,XC364162,2,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,3445.3120,3445.3120,8268.7500,5.0810,0.0593,Bosque Andino,3.9
Xeno-canto,XC364162,3,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,6546.0940,3359.1800,8010.3520,8.1920,0.0456,Bosque Andino,3.9
Xeno-canto,XC264474,1,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,6632.2270,3789.8440,8182.6170,2.6550,0.0594,Bosque Andino,3.9
Xeno-canto,XC264474,2,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,8096.4840,3703.7110,8268.7500,7.3290,0.0600,Bosque Andino,3.9
Xeno-canto,XC264473,1,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,8182.6170,5684.7660,8182.6170,1.6770,0.0903,Bosque Andino,3.9
Xeno-canto,XC264473,2,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,6976.7580,5167.9690,7062.8910,2.9310,0.0834,Bosque Andino,3.9
Xeno-canto,XC264473,3,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,7149.0230,4565.0390,9130.0780,12.3400,0.0516,Bosque Andino,3.9
Xeno-canto,XC112278,1,Brilliants,Urosticte benjamini,1750.0000,1464.0000,19.0000,6201.5620,2756.2500,9302.3440,2.2340,0.0314,Bosque Andino,3.9
Xeno-canto,XC112278,2,Brilliants,Urosticte benjamini,1750.0000,1464.0000,19.0000,3273.0470,2756.2500,9388.4770,2.3720,0.0288,Bosque Andino,3.9
Xeno-canto,XC112278,3,Brilliants,Urosticte benjamini,1750.0000,1464.0000,19.0000,6201.5620,2842.3830,9302.3440,2.5170,0.0305,Bosque Andino,3.9
Xeno-canto,XC86803,1,Brilliants,Urosticte benjamini,1750.0000,1464.0000,19.0000,6000.0000,2812.5000,6937.5000,4.0030,0.0082,Bosque Andino,3.9
Xeno-canto,XC86803,2,Brilliants,Urosticte benjamini,1750.0000,1464.0000,19.0000,6000.0000,2531.2500,6750.0000,4.0420,0.0115,Bosque Andino,3.9
Xeno-canto,XC86803,3,Brilliants,Urosticte benjamini,1750.0000,1464.0000,19.0000,5812.5000,2812.5000,6937.5000,5.0500,0.0095,Bosque Andino,3.9
Xeno-canto,XC186845,1,Brilliants,Urosticte benjamini,1900.0000,1464.0000,19.0000,6937.5000,2437.5000,10406.2500,9.2670,0.0469,Bosque Andino,3.9
Xeno-canto,XC186845,2,Brilliants,Urosticte benjamini,1900.0000,1464.0000,19.0000,3656.2500,2062.5000,7875.0000,9.6460,0.0457,Bosque Andino,3.9
Xeno-canto,XC186845,3,Brilliants,Urosticte benjamini,1900.0000,1464.0000,19.0000,8250.0000,2531.2500,8437.5000,10.0020,0.0516,Bosque Andino,3.9
Xeno-canto,XC163519,1,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,8699.4140,4220.5080,9043.9450,4.0370,0.0414,Bosque Andino,3.9
Xeno-canto,XC163519,2,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,7751.9530,3703.7110,8182.6170,4.3840,0.0439,Bosque Andino,3.9
Xeno-canto,XC163519,3,Brilliants,Urosticte benjamini,1400.0000,1464.0000,19.0000,7751.9530,4048.2420,8354.8830,4.5620,0.0453,Bosque Andino,3.9
Xeno-canto,XC110233,1,Brilliants,Urosticte benjamini,1700.0000,1464.0000,19.0000,6632.2270,6029.2970,6890.6250,4.0120,0.0415,Bosque Andino,3.9
Xeno-canto,XC110233,2,Brilliants,Urosticte benjamini,1700.0000,1464.0000,19.0000,7149.0230,5770.8980,7321.2890,8.0610,0.0344,Bosque Andino,3.9
Xeno-canto,XC110233,3,Brilliants,Urosticte benjamini,1700.0000,1464.0000,19.0000,6718.3590,4048.2420,8182.6170,8.2700,0.0405,Bosque Andino,3.9
Xeno-canto,XC518241,1,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,7062.8910,4048.2420,7751.9530,8.2270,0.0587,Bosque Andino,4.8
Xeno-canto,XC518241,2,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,3875.9770,3445.3120,7235.1560,12.0700,0.0645,Bosque Andino,4.8
Xeno-canto,XC518241,3,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,3962.1090,3531.4450,6976.7580,14.4090,0.0714,Bosque Andino,4.8
Xeno-canto,XC518240,1,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,6632.2270,5684.7660,6890.6250,14.3330,0.0509,Bosque Andino,4.8
Xeno-canto,XC518240,2,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,6804.4920,5943.1640,7149.0230,14.6120,0.0397,Bosque Andino,4.8
Xeno-canto,XC518240,3,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,7407.4220,5943.1640,8268.7500,14.7780,0.0556,Bosque Andino,4.8
Xeno-canto,XC128290,1,Coquettes,Aglaiocercus kingi,2900.0000,2294.0000,15.0000,6890.6250,4823.4380,8096.4840,1.4170,0.1386,Bosque Andino,4.8
Xeno-canto,XC128290,2,Coquettes,Aglaiocercus kingi,2900.0000,2294.0000,15.0000,6804.4920,4995.7030,8010.3520,2.4690,0.1260,Bosque Andino,4.8
Xeno-canto,XC128290,3,Coquettes,Aglaiocercus kingi,2900.0000,2294.0000,15.0000,6804.4920,4823.4380,7838.0860,3.4700,0.1386,Bosque Andino,4.8
Xeno-canto,XC117544,1,Coquettes,Aglaiocercus kingi,2150.0000,2294.0000,15.0000,6632.2270,6201.5620,8354.8830,1.7120,0.0781,Bosque Andino,4.8
Xeno-canto,XC117544,2,Coquettes,Aglaiocercus kingi,2150.0000,2294.0000,15.0000,6890.6250,5857.0310,8441.0160,2.6720,0.0893,Bosque Andino,4.8
Xeno-canto,XC117544,3,Coquettes,Aglaiocercus kingi,2150.0000,2294.0000,15.0000,6890.6250,6373.8280,8268.7500,3.3630,0.0893,Bosque Andino,4.8
Xeno-canto,XC51195,1,Coquettes,Aglaiocercus kingi,2500.0000,2294.0000,15.0000,4048.2420,3789.8440,6890.6250,2.4680,0.0883,Bosque Andino,4.8
Xeno-canto,XC51195,2,Coquettes,Aglaiocercus kingi,2500.0000,2294.0000,15.0000,4134.3750,3875.9770,7235.1560,11.2930,0.0736,Bosque Andino,4.8
Xeno-canto,XC51195,3,Coquettes,Aglaiocercus kingi,2500.0000,2294.0000,15.0000,4220.5080,3789.8440,7062.8910,14.0230,0.0778,Bosque Andino,4.8
Xeno-canto,XC551625,1,Coquettes,Aglaiocercus kingi,3200.0000,2294.0000,15.0000,5254.1020,2325.5860,6890.6250,0.2510,0.0225,Bosque Andino,4.8
Xeno-canto,XC551625,2,Coquettes,Aglaiocercus kingi,3200.0000,2294.0000,15.0000,4823.4380,2497.8520,7149.0230,3.7260,0.0262,Bosque Andino,4.8
Xeno-canto,XC551625,3,Coquettes,Aglaiocercus kingi,3200.0000,2294.0000,15.0000,4823.4380,2411.7190,6287.6950,4.5130,0.0244,Bosque Andino,4.8
Xeno-canto,XC94058,1,Coquettes,Aglaiocercus kingi,2100.0000,2294.0000,15.0000,6373.8280,5684.7660,7235.1560,1.3360,0.1354,Bosque Andino,4.8
Xeno-canto,XC94058,2,Coquettes,Aglaiocercus kingi,2100.0000,2294.0000,15.0000,6373.8280,5598.6330,6976.7580,4.3730,0.1372,Bosque Andino,4.8
Xeno-canto,XC94058,3,Coquettes,Aglaiocercus kingi,2100.0000,2294.0000,15.0000,6373.8280,5598.6330,7062.8910,6.3270,0.1432,Bosque Andino,4.8
Xeno-canto,XC23513,1,Coquettes,Aglaiocercus kingi,2100.0000,2294.0000,15.0000,6750.0000,4687.5000,9656.2500,5.7480,0.0677,Bosque Andino,4.8
Xeno-canto,XC23513,2,Coquettes,Aglaiocercus kingi,2100.0000,2294.0000,15.0000,6281.2500,4968.7500,9843.7500,8.4590,0.0677,Bosque Andino,4.8
Xeno-canto,XC23513,3,Coquettes,Aglaiocercus kingi,2100.0000,2294.0000,15.0000,6937.5000,5062.5000,9843.7500,10.6600,0.0756,Bosque Andino,4.8
Macaulay Library,ML259058,1,Coquettes,Aglaiocercus kingi,2150.0000,2294.0000,15.0000,6976.7580,5943.1640,8354.8830,3.6200,0.0865,Bosque Andino,4.8
Macaulay Library,ML259058,2,Coquettes,Aglaiocercus kingi,2150.0000,2294.0000,15.0000,6890.6250,6115.4300,8354.8830,4.4510,0.0865,Bosque Andino,4.8
Macaulay Library,ML259058,3,Coquettes,Aglaiocercus kingi,2150.0000,2294.0000,15.0000,6804.4920,5857.0310,8441.0160,5.4160,0.0781,Bosque Andino,4.8
Macaulay Library,ML250895,1,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,3617.5780,3531.4450,6890.6250,35.1220,0.0518,Bosque Andino,4.8
Macaulay Library,ML250895,2,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,4134.3750,3100.7810,6890.6250,35.7350,0.0617,Bosque Andino,4.8
Macaulay Library,ML250895,3,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,6459.9610,3875.9770,7062.8910,37.2310,0.0577,Bosque Andino,4.8
Macaulay Library,ML250864,1,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,6890.6250,5684.7660,7062.8910,21.0650,0.0404,Bosque Andino,4.8
Macaulay Library,ML250864,2,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,6804.4920,5857.0310,7149.0230,21.3550,0.0426,Bosque Andino,4.8
Macaulay Library,ML250864,3,Coquettes,Aglaiocercus kingi,2800.0000,2294.0000,15.0000,7321.2890,6201.5620,9130.0780,21.6310,0.0516,Bosque Andino,4.8
Xeno-canto,XC399044,1,Coquettes,Chalcostigma herrani,4300.0000,3544.0000,12.0000,4220.5080,3962.1090,7924.2190,0.4880,0.0262,Alta Montaña,5.8
Xeno-canto,XC399044,2,Coquettes,Chalcostigma herrani,4300.0000,3544.0000,12.0000,3789.8440,3100.7810,11714.0620,0.6040,0.0279,Alta Montaña,5.8
Xeno-canto,XC399044,3,Coquettes,Chalcostigma herrani,4300.0000,3544.0000,12.0000,4048.2420,3186.9140,11714.0620,0.7060,0.0340,Alta Montaña,5.8
Xeno-canto,XC260528,1,Coquettes,Chalcostigma herrani,3300.0000,3544.0000,12.0000,4823.4380,3014.6480,7493.5550,1.8580,0.0988,Alta Montaña,5.8
Xeno-canto,XC260528,2,Coquettes,Chalcostigma herrani,3300.0000,3544.0000,12.0000,4306.6410,3445.3120,7751.9530,2.7120,0.0738,Alta Montaña,5.8
Xeno-canto,XC260528,3,Coquettes,Chalcostigma herrani,3300.0000,3544.0000,12.0000,4909.5700,3703.7110,7235.1560,4.0310,0.0792,Alta Montaña,5.8
Xeno-canto,XC512784,1,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,7031.2500,6468.7500,7218.7500,1.0770,0.0482,Alta Montaña,5.8
Xeno-canto,XC512784,2,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,7125.0000,6562.5000,7218.7500,1.1630,0.0432,Alta Montaña,5.8
Xeno-canto,XC512784,3,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,5812.5000,4031.2500,10406.2500,1.9690,0.0402,Alta Montaña,5.8
Xeno-canto,XC76287,1,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,7493.5550,6373.8280,14987.1090,1.4260,0.0248,Alta Montaña,5.8
Xeno-canto,XC76287,2,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,6976.7580,5857.0310,13695.1170,2.7030,0.0363,Alta Montaña,5.8
Xeno-canto,XC76287,3,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,6976.7580,5684.7660,13953.5160,2.8100,0.0296,Alta Montaña,5.8
Xeno-canto,XC238120,1,Coquettes,Chalcostigma herrani,4000.0000,3544.0000,12.0000,4565.0390,4220.5080,4737.3050,1.5980,0.0419,Alta Montaña,5.8
Xeno-canto,XC238120,2,Coquettes,Chalcostigma herrani,4000.0000,3544.0000,12.0000,4392.7730,3617.5780,4565.0390,1.7830,0.0435,Alta Montaña,5.8
Xeno-canto,XC238120,3,Coquettes,Chalcostigma herrani,4000.0000,3544.0000,12.0000,4478.9060,4306.6410,5167.9690,2.6660,0.0460,Alta Montaña,5.8
Xeno-canto,XC130334,1,Coquettes,Chalcostigma herrani,3600.0000,3544.0000,12.0000,8062.5000,4593.7500,8812.5000,13.0140,0.1072,Alta Montaña,5.8
Xeno-canto,XC130334,2,Coquettes,Chalcostigma herrani,3600.0000,3544.0000,12.0000,5906.2500,4125.0000,8718.7500,13.1820,0.1095,Alta Montaña,5.8
Xeno-canto,XC130334,3,Coquettes,Chalcostigma herrani,3600.0000,3544.0000,12.0000,5156.2500,4218.7500,9562.5000,13.9840,0.1117,Alta Montaña,5.8
Macaulay Library,ML415056811,1,Coquettes,Chalcostigma herrani,4300.0000,3544.0000,12.0000,7149.0230,4048.2420,7751.9530,2.2100,0.0677,Alta Montaña,5.8
Macaulay Library,ML415056811,2,Coquettes,Chalcostigma herrani,4300.0000,3544.0000,12.0000,6546.0940,5770.8980,7407.4220,11.4630,0.0409,Alta Montaña,5.8
Macaulay Library,ML415056811,3,Coquettes,Chalcostigma herrani,4300.0000,3544.0000,12.0000,6718.3590,3617.5780,8527.1480,12.2920,0.0613,Alta Montaña,5.8
Macaulay Library,ML241944,1,Coquettes,Chalcostigma herrani,4000.0000,3544.0000,12.0000,6375.0000,3000.0000,6562.5000,1.4430,0.1560,Alta Montaña,5.8
Macaulay Library,ML241944,2,Coquettes,Chalcostigma herrani,4000.0000,3544.0000,12.0000,5625.0000,3187.5000,6000.0000,3.1730,0.1542,Alta Montaña,5.8
Macaulay Library,ML20145851,1,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,6976.7580,5857.0310,13522.8520,1.7530,0.1012,Alta Montaña,5.8
Macaulay Library,ML20145851,2,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,5943.1640,4823.4380,12575.3910,1.9170,0.0970,Alta Montaña,5.8
Macaulay Library,ML20145851,3,Coquettes,Chalcostigma herrani,3100.0000,3544.0000,12.0000,5770.8980,4909.5700,11886.3280,2.4880,0.0677,Alta Montaña,5.8
Xeno-canto,XC257839,1,Coquettes,Heliangelus amethysticollis,2100.0000,2554.0000,16.0000,6115.4300,3359.1800,8096.4840,1.8050,0.0177,Bosque Andino,5
Xeno-canto,XC257839,2,Coquettes,Heliangelus amethysticollis,2100.0000,2554.0000,16.0000,5081.8360,3617.5780,8096.4840,1.8490,0.0158,Bosque Andino,5
Xeno-canto,XC257839,3,Coquettes,Heliangelus amethysticollis,2100.0000,2554.0000,16.0000,5684.7660,3531.4450,7924.2190,2.6010,0.0155,Bosque Andino,5
Xeno-canto,XC250925,1,Coquettes,Heliangelus amethysticollis,2000.0000,2554.0000,16.0000,6115.4300,3186.9140,8354.8830,2.4680,0.1004,Bosque Andino,5
Xeno-canto,XC250925,2,Coquettes,Heliangelus amethysticollis,2000.0000,2554.0000,16.0000,5598.6330,2842.3830,8957.8120,9.5480,0.0896,Bosque Andino,5
Xeno-canto,XC250925,3,Coquettes,Heliangelus amethysticollis,2000.0000,2554.0000,16.0000,5598.6330,3531.4450,8182.6170,13.3750,0.0872,Bosque Andino,5
Xeno-canto,XC250923,1,Coquettes,Heliangelus amethysticollis,2150.0000,2554.0000,16.0000,6632.2270,2842.3830,7149.0230,1.9070,0.0153,Bosque Andino,5
Xeno-canto,XC250923,2,Coquettes,Heliangelus amethysticollis,2150.0000,2554.0000,16.0000,5857.0310,4220.5080,7579.6880,1.9460,0.0156,Bosque Andino,5
Xeno-canto,XC250923,3,Coquettes,Heliangelus amethysticollis,2150.0000,2554.0000,16.0000,5598.6330,3962.1090,7579.6880,1.9640,0.0153,Bosque Andino,5
Xeno-canto,XC238356,1,Coquettes,Heliangelus amethysticollis,2450.0000,2554.0000,16.0000,5598.6330,2928.5160,7838.0860,2.8810,0.0127,Bosque Andino,5
Xeno-canto,XC238356,2,Coquettes,Heliangelus amethysticollis,2450.0000,2554.0000,16.0000,7062.8910,3962.1090,7149.0230,4.0460,0.0168,Bosque Andino,5
Xeno-canto,XC238356,3,Coquettes,Heliangelus amethysticollis,2450.0000,2554.0000,16.0000,4651.1720,4306.6410,8527.1480,3.5050,0.0120,Bosque Andino,5
Xeno-canto,XC223875,1,Coquettes,Heliangelus amethysticollis,2800.0000,2554.0000,16.0000,8354.8830,7149.0230,9905.2730,2.1580,0.1050,Bosque Andino,5
Xeno-canto,XC223875,2,Coquettes,Heliangelus amethysticollis,2800.0000,2554.0000,16.0000,8268.7500,6804.4920,9733.0080,2.9440,0.1260,Bosque Andino,5
Xeno-canto,XC223875,3,Coquettes,Heliangelus amethysticollis,2800.0000,2554.0000,16.0000,8182.6170,6632.2270,9819.1410,3.7790,0.1302,Bosque Andino,5
Xeno-canto,XC182935,1,Coquettes,Heliangelus amethysticollis,2200.0000,2554.0000,16.0000,5770.8980,4306.6410,9130.0780,1.3390,0.0797,Bosque Andino,5
Xeno-canto,XC182935,2,Coquettes,Heliangelus amethysticollis,2200.0000,2554.0000,16.0000,5684.7660,3273.0470,8957.8120,3.0370,0.0820,Bosque Andino,5
Xeno-canto,XC182935,3,Coquettes,Heliangelus amethysticollis,2200.0000,2554.0000,16.0000,7924.2190,4306.6410,8527.1480,10.9200,0.0701,Bosque Andino,5
Xeno-canto,XC640345,1,Coquettes,Heliangelus amethysticollis,2600.0000,2554.0000,16.0000,6373.8280,5512.5000,6976.7580,6.7020,0.1733,Bosque Andino,5
Xeno-canto,XC640345,2,Coquettes,Heliangelus amethysticollis,2600.0000,2554.0000,16.0000,5684.7660,5512.5000,6890.6250,8.2700,0.1650,Bosque Andino,5
Xeno-canto,XC640345,3,Coquettes,Heliangelus amethysticollis,2600.0000,2554.0000,16.0000,5943.1640,5512.5000,6718.3590,10.0860,0.1650,Bosque Andino,5
Xeno-canto,XC223877,1,Coquettes,Heliangelus amethysticollis,2400.0000,2554.0000,16.0000,7000.0000,4500.0000,7000.0000,13.7490,0.0943,Bosque Andino,5
Xeno-canto,XC223877,2,Coquettes,Heliangelus amethysticollis,2400.0000,2554.0000,16.0000,6937.5000,4375.0000,7125.0000,14.0430,0.0943,Bosque Andino,5
Xeno-canto,XC223877,3,Coquettes,Heliangelus amethysticollis,2400.0000,2554.0000,16.0000,4500.0000,4437.5000,6875.0000,14.2240,0.0943,Bosque Andino,5
Xeno-canto,XC73616,1,Coquettes,Heliangelus amethysticollis,3100.0000,2554.0000,16.0000,6546.0940,3359.1800,6890.6250,0.7600,0.0044,Bosque Andino,5
Xeno-canto,XC73616,2,Coquettes,Heliangelus amethysticollis,3100.0000,2554.0000,16.0000,6632.2270,4048.2420,6976.7580,1.4230,0.0041,Bosque Andino,5
Xeno-canto,XC73616,3,Coquettes,Heliangelus amethysticollis,3100.0000,2554.0000,16.0000,6201.5620,3186.9140,6632.2270,1.4570,0.0044,Bosque Andino,5
Xeno-canto,XC2939,1,Coquettes,Heliangelus amethysticollis,2000.0000,2554.0000,16.0000,7493.5550,5426.3670,9991.4060,0.3450,0.0132,Bosque Andino,5
Xeno-canto,XC2939,2,Coquettes,Heliangelus amethysticollis,2000.0000,2554.0000,16.0000,7235.1560,5426.3670,10680.4690,3.1520,0.0072,Bosque Andino,5
Xeno-canto,XC2939,3,Coquettes,Heliangelus amethysticollis,2000.0000,2554.0000,16.0000,7579.6880,5770.8980,10077.5390,3.1740,0.0069,Bosque Andino,5
Xeno-canto,XC373181,1,Coquettes,Heliangelus exortis,2200.0000,2669.0000,15.0000,5598.6330,4220.5080,9733.0080,1.7940,0.1631,Bosque Andino,4.6
Xeno-canto,XC373181,2,Coquettes,Heliangelus exortis,2200.0000,2669.0000,15.0000,8699.4140,4220.5080,9905.2730,2.8970,0.2175,Bosque Andino,4.6
Xeno-canto,XC373181,3,Coquettes,Heliangelus exortis,2200.0000,2669.0000,15.0000,5512.5000,4306.6410,8699.4140,6.3830,0.1554,Bosque Andino,4.6
Xeno-canto,XC137987,1,Coquettes,Heliangelus exortis,1600.0000,2669.0000,15.0000,6718.3590,5684.7660,7149.0230,4.8720,0.2039,Bosque Andino,4.6
Xeno-canto,XC137987,2,Coquettes,Heliangelus exortis,1600.0000,2669.0000,15.0000,7321.2890,5943.1640,7407.4220,9.4270,0.2595,Bosque Andino,4.6
Xeno-canto,XC137987,3,Coquettes,Heliangelus exortis,1600.0000,2669.0000,15.0000,6718.3590,5684.7660,7235.1560,12.3100,0.1969,Bosque Andino,4.6
Xeno-canto,XC117488,1,Coquettes,Heliangelus exortis,3100.0000,2669.0000,15.0000,4478.9060,4048.2420,7407.4220,2.0690,0.0758,Bosque Andino,4.6
Xeno-canto,XC117488,2,Coquettes,Heliangelus exortis,3100.0000,2669.0000,15.0000,4478.9060,4134.3750,7579.6880,3.3450,0.0625,Bosque Andino,4.6
Xeno-canto,XC117488,3,Coquettes,Heliangelus exortis,3100.0000,2669.0000,15.0000,4651.1720,4306.6410,7235.1560,6.7220,0.0669,Bosque Andino,4.6
Xeno-canto,XC302281,1,Coquettes,Heliangelus exortis,3400.0000,2669.0000,15.0000,6093.7500,4125.0000,9750.0000,2.9800,0.0943,Bosque Andino,4.6
Xeno-canto,XC302281,2,Coquettes,Heliangelus exortis,3400.0000,2669.0000,15.0000,5906.2500,4125.0000,10031.2500,7.3340,0.0839,Bosque Andino,4.6
Xeno-canto,XC302281,3,Coquettes,Heliangelus exortis,3400.0000,2669.0000,15.0000,7875.0000,3656.2500,9375.0000,13.5430,0.0978,Bosque Andino,4.6
Xeno-canto,XC128246,1,Coquettes,Heliangelus exortis,2800.0000,2669.0000,15.0000,5598.6330,4565.0390,8182.6170,0.7110,0.0948,Bosque Andino,4.6
Xeno-canto,XC128246,2,Coquettes,Heliangelus exortis,2800.0000,2669.0000,15.0000,4995.7030,4478.9060,8527.1480,3.0350,0.1065,Bosque Andino,4.6
Xeno-canto,XC128246,3,Coquettes,Heliangelus exortis,2800.0000,2669.0000,15.0000,5684.7660,4134.3750,8441.0160,4.0220,0.0937,Bosque Andino,4.6
Xeno-canto,XC119724,1,Coquettes,Heliangelus exortis,2600.0000,2669.0000,15.0000,7407.4220,7062.8910,9043.9450,11.6930,0.0826,Bosque Andino,4.6
Xeno-canto,XC119724,2,Coquettes,Heliangelus exortis,2600.0000,2669.0000,15.0000,7321.2890,6890.6250,7579.6880,12.1020,0.0802,Bosque Andino,4.6
Xeno-canto,XC119724,3,Coquettes,Heliangelus exortis,2600.0000,2669.0000,15.0000,7407.4220,6632.2270,8354.8830,12.3720,0.0723,Bosque Andino,4.6
Xeno-canto,XC117907,1,Coquettes,Heliangelus exortis,2680.0000,2669.0000,15.0000,8613.2810,7149.0230,10508.2030,2.5870,0.1357,Bosque Andino,4.6
Xeno-canto,XC117907,2,Coquettes,Heliangelus exortis,2680.0000,2669.0000,15.0000,8699.4140,7062.8910,10594.3360,5.8450,0.1259,Bosque Andino,4.6
Xeno-canto,XC117907,3,Coquettes,Heliangelus exortis,2680.0000,2669.0000,15.0000,9388.4770,7235.1560,10766.6020,8.8320,0.1185,Bosque Andino,4.6
Xeno-canto,XC56436,1,Coquettes,Heliangelus exortis,2300.0000,2669.0000,15.0000,6718.3590,3703.7110,9388.4770,4.6810,0.1217,Bosque Andino,4.6
Xeno-canto,XC56436,2,Coquettes,Heliangelus exortis,2300.0000,2669.0000,15.0000,3531.4450,2583.9840,8871.6800,7.0430,0.1345,Bosque Andino,4.6
Xeno-canto,XC56436,3,Coquettes,Heliangelus exortis,2300.0000,2669.0000,15.0000,7062.8910,3789.8440,9646.8750,10.4050,0.1077,Bosque Andino,4.6
Xeno-canto,XC56391,1,Coquettes,Heliangelus exortis,2300.0000,2669.0000,15.0000,6632.2270,3875.9770,8785.5470,4.2150,0.1013,Bosque Andino,4.6
Xeno-canto,XC56391,2,Coquettes,Heliangelus exortis,2300.0000,2669.0000,15.0000,8699.4140,3531.4450,8699.4140,6.3660,0.0834,Bosque Andino,4.6
Xeno-canto,XC56391,3,Coquettes,Heliangelus exortis,2300.0000,2669.0000,15.0000,6546.0940,3014.6480,8268.7500,8.4080,0.1327,Bosque Andino,4.6
Xeno-canto,XC117487,1,Coquettes,Heliangelus exortis,3100.0000,2669.0000,15.0000,4220.5080,2067.1880,6804.4920,16.2710,0.2352,Bosque Andino,4.6
Xeno-canto,XC117487,2,Coquettes,Heliangelus exortis,3100.0000,2669.0000,15.0000,4995.7030,2583.9840,7665.8200,18.8020,0.2037,Bosque Andino,4.6
Xeno-canto,XC117487,3,Coquettes,Heliangelus exortis,3100.0000,2669.0000,15.0000,4823.4380,2583.9840,7407.4220,20.4160,0.1881,Bosque Andino,4.6
Xeno-canto,XC357426,1,Coquettes,Lesbia nuna,3000.0000,2758.0000,10.0000,5512.5000,4478.9060,7407.4220,3.3600,0.0717,Alta Montaña,3.7
Xeno-canto,XC357426,2,Coquettes,Lesbia nuna,3000.0000,2758.0000,10.0000,5512.5000,3962.1090,7493.5550,3.4900,0.0781,Alta Montaña,3.7
Xeno-canto,XC357426,3,Coquettes,Lesbia nuna,3000.0000,2758.0000,10.0000,5770.8980,3875.9770,8182.6170,3.6300,0.0801,Alta Montaña,3.7
Xeno-canto,XC260524,1,Coquettes,Lesbia nuna,3500.0000,2758.0000,10.0000,7493.5550,4823.4380,10077.5390,0.9480,0.1213,Alta Montaña,3.7
Xeno-canto,XC260524,2,Coquettes,Lesbia nuna,3500.0000,2758.0000,10.0000,5770.8980,3789.8440,9474.6090,2.2860,0.1250,Alta Montaña,3.7
Xeno-canto,XC260524,3,Coquettes,Lesbia nuna,3500.0000,2758.0000,10.0000,6976.7580,4995.7030,9302.3440,3.3690,0.1014,Alta Montaña,3.7
Xeno-canto,XC583739,1,Coquettes,Lesbia nuna,2600.0000,2758.0000,10.0000,5857.0310,5426.3670,11111.1330,4.9240,0.4796,Alta Montaña,3.7
Xeno-canto,XC583739,2,Coquettes,Lesbia nuna,2600.0000,2758.0000,10.0000,5512.5000,4306.6410,13264.4530,9.5520,0.5738,Alta Montaña,3.7
Xeno-canto,XC583739,3,Coquettes,Lesbia nuna,2600.0000,2758.0000,10.0000,5254.1020,4909.5700,15245.5080,11.8050,0.9506,Alta Montaña,3.7
Xeno-canto,XC79764,1,Coquettes,Lesbia nuna,1800.0000,2758.0000,10.0000,6373.8280,5770.8980,7838.0860,4.1920,0.0287,Alta Montaña,3.7
Xeno-canto,XC79764,2,Coquettes,Lesbia nuna,1800.0000,2758.0000,10.0000,6459.9610,5770.8980,7665.8200,4.2630,0.0299,Alta Montaña,3.7
Xeno-canto,XC79764,3,Coquettes,Lesbia nuna,1800.0000,2758.0000,10.0000,6373.8280,5598.6330,7321.2890,4.3340,0.0287,Alta Montaña,3.7
